序号,时间/s,转速/rpm,扭矩/N·m,油门/%,电流/A,电压/V,电量/%,温度/℃
56586,5659.5,6000,60,0.6,40,300,0.6,60
56587,5659.6,2000,20,0.2,20,250,0.2,20
56588,5659.7,6000,60,0.6,40,300,0.6,60
56589,5659.8,2000,20,0.2,20,250,0.2,20
56590,5659.9,6000,60,0.6,40,300,0.6,60
56591,5660.0,2000,20,0.2,20,250,0.2,20
56592,5660.1,6000,60,0.6,40,300,0.6,60
56593,5660.2,2000,20,0.2,20,250,0.2,20
56594,5660.3,6000,60,0.6,40,300,0.6,60
56595,5660.4,2000,20,0.2,20,250,0.2,20
56596,5660.5,6000,60,0.6,40,300,0.6,60
56597,5660.6,2000,20,0.2,20,250,0.2,20
56598,5660.7,6000,60,0.6,40,300,0.6,60
56599,5660.8,2000,20,0.2,20,250,0.2,20
56600,5660.9,6000,60,0.6,40,300,0.6,60
56601,5661.0,2000,20,0.2,20,250,0.2,20
56602,5661.1,6000,60,0.6,40,300,0.6,60
56603,5661.2,2000,20,0.2,20,250,0.2,20
56604,5661.3,6000,60,0.6,40,300,0.6,60
56605,5661.4,2000,20,0.2,20,250,0.2,20
56606,5661.5,6000,60,0.6,40,300,0.6,60
56607,5661.6,2000,20,0.2,20,250,0.2,20
56608,5661.7,6000,60,0.6,40,300,0.6,60
56609,5661.8,2000,20,0.2,20,250,0.2,20
56610,5661.9,6000,60,0.6,40,300,0.6,60
56611,5662.0,2000,20,0.2,20,250,0.2,20
56612,5662.1,6000,60,0.6,40,300,0.6,60
56613,5662.2,2000,20,0.2,20,250,0.2,20
56614,5662.3,6000,60,0.6,40,300,0.6,60
56615,5662.4,2000,20,0.2,20,250,0.2,20
56616,5662.5,6000,60,0.6,40,300,0.6,60
56617,5662.6,2000,20,0.2,20,250,0.2,20
56618,5662.7,6000,60,0.6,40,300,0.6,60
56619,5662.8,2000,20,0.2,20,250,0.2,20
56620,5662.9,6000,60,0.6,40,300,0.6,60
56621,5663.0,2000,20,0.2,20,250,0.2,20
56622,5663.1,6000,60,0.6,40,300,0.6,60
56623,5663.2,2000,20,0.2,20,250,0.2,20
56624,5663.3,6000,60,0.6,40,300,0.6,60
56625,5663.4,2000,20,0.2,20,250,0.2,20
56626,5663.5,6000,60,0.6,40,300,0.6,60
56627,5663.6,2000,20,0.2,20,250,0.2,20
56628,5663.7,6000,60,0.6,40,300,0.6,60
56629,5663.8,2000,20,0.2,20,250,0.2,20
56630,5663.9,6000,60,0.6,40,300,0.6,60
56631,5664.0,2000,20,0.2,20,250,0.2,20
56632,5664.1,6000,60,0.6,40,300,0.6,60
56633,5664.2,2000,20,0.2,20,250,0.2,20
56634,5664.3,6000,60,0.6,40,300,0.6,60
56635,5664.4,2000,20,0.2,20,250,0.2,20
56636,5664.5,6000,60,0.6,40,300,0.6,60
56637,5664.6,2000,20,0.2,20,250,0.2,20
56638,5664.7,6000,60,0.6,40,300,0.6,60
56639,5664.8,2000,20,0.2,20,250,0.2,20
56640,5664.9,6000,60,0.6,40,300,0.6,60
56641,5665.0,2000,20,0.2,20,250,0.2,20
56642,5665.1,6000,60,0.6,40,300,0.6,60
56643,5665.2,2000,20,0.2,20,250,0.2,20
56644,5665.3,6000,60,0.6,40,300,0.6,60
56645,5665.4,2000,20,0.2,20,250,0.2,20
56646,5665.5,6000,60,0.6,40,300,0.6,60
56647,5665.6,2000,20,0.2,20,250,0.2,20
56648,5665.7,6000,60,0.6,40,300,0.6,60
56649,5665.8,2000,20,0.2,20,250,0.2,20
56650,5665.9,6000,60,0.6,40,300,0.6,60
56651,5666.0,2000,20,0.2,20,250,0.2,20
56652,5666.1,6000,60,0.6,40,300,0.6,60
56653,5666.2,2000,20,0.2,20,250,0.2,20
56654,5666.3,6000,60,0.6,40,300,0.6,60
56655,5666.4,2000,20,0.2,20,250,0.2,20
56656,5666.5,6000,60,0.6,40,300,0.6,60
56657,5666.6,2000,20,0.2,20,250,0.2,20
56658,5666.7,6000,60,0.6,40,300,0.6,60
56659,5666.8,2000,20,0.2,20,250,0.2,20
56660,5666.9,6000,60,0.6,40,300,0.6,60
56661,5667.0,2000,20,0.2,20,250,0.2,20
56662,5667.1,6000,60,0.6,40,300,0.6,60
56663,5667.2,2000,20,0.2,20,250,0.2,20
56664,5667.3,6000,60,0.6,40,300,0.6,60
56665,5667.4,2000,20,0.2,20,250,0.2,20
56666,5667.5,6000,60,0.6,40,300,0.6,60
56667,5667.6,2000,20,0.2,20,250,0.2,20
56668,5667.7,6000,60,0.6,40,300,0.6,60
56669,5667.8,2000,20,0.2,20,250,0.2,20
56670,5667.9,6000,60,0.6,40,300,0.6,60
56671,5668.0,2000,20,0.2,20,250,0.2,20
56672,5668.1,6000,60,0.6,40,300,0.6,60
56673,5668.2,2000,20,0.2,20,250,0.2,20
56674,5668.3,6000,60,0.6,40,300,0.6,60
56675,5668.4,2000,20,0.2,20,250,0.2,20
56676,5668.5,6000,60,0.6,40,300,0.6,60
56677,5668.6,2000,20,0.2,20,250,0.2,20
56678,5668.7,6000,60,0.6,40,300,0.6,60
56679,5668.8,2000,20,0.2,20,250,0.2,20
56680,5668.9,6000,60,0.6,40,300,0.6,60
56681,5669.0,2000,20,0.2,20,250,0.2,20
56682,5669.1,6000,60,0.6,40,300,0.6,60
56683,5669.2,2000,20,0.2,20,250,0.2,20
56684,5669.3,6000,60,0.6,40,300,0.6,60
56685,5669.4,2000,20,0.2,20,250,0.2,20
56686,5669.5,6000,60,0.6,40,300,0.6,60
56687,5669.6,2000,20,0.2,20,250,0.2,20
56688,5669.7,6000,60,0.6,40,300,0.6,60
56689,5669.8,2000,20,0.2,20,250,0.2,20
56690,5669.9,6000,60,0.6,40,300,0.6,60
56691,5670.0,2000,20,0.2,20,250,0.2,20
56692,5670.1,6000,60,0.6,40,300,0.6,60
56693,5670.2,2000,20,0.2,20,250,0.2,20
56694,5670.3,6000,60,0.6,40,300,0.6,60
56695,5670.4,2000,20,0.2,20,250,0.2,20
56696,5670.5,6000,60,0.6,40,300,0.6,60
56697,5670.6,2000,20,0.2,20,250,0.2,20
56698,5670.7,6000,60,0.6,40,300,0.6,60
56699,5670.8,2000,20,0.2,20,250,0.2,20
56700,5670.9,6000,60,0.6,40,300,0.6,60
56701,5671.0,2000,20,0.2,20,250,0.2,20
56702,5671.1,6000,60,0.6,40,300,0.6,60
56703,5671.2,2000,20,0.2,20,250,0.2,20
56704,5671.3,6000,60,0.6,40,300,0.6,60
56705,5671.4,2000,20,0.2,20,250,0.2,20
56706,5671.5,6000,60,0.6,40,300,0.6,60
56707,5671.6,2000,20,0.2,20,250,0.2,20
56708,5671.7,6000,60,0.6,40,300,0.6,60
56709,5671.8,2000,20,0.2,20,250,0.2,20
56710,5671.9,6000,60,0.6,40,300,0.6,60
56711,5672.0,2000,20,0.2,20,250,0.2,20
56712,5672.1,6000,60,0.6,40,300,0.6,60
56713,5672.2,2000,20,0.2,20,250,0.2,20
56714,5672.3,6000,60,0.6,40,300,0.6,60
56715,5672.4,2000,20,0.2,20,250,0.2,20
56716,5672.5,6000,60,0.6,40,300,0.6,60
56717,5672.6,2000,20,0.2,20,250,0.2,20
56718,5672.7,6000,60,0.6,40,300,0.6,60
56719,5672.8,2000,20,0.2,20,250,0.2,20
56720,5672.9,6000,60,0.6,40,300,0.6,60
56721,5673.0,2000,20,0.2,20,250,0.2,20
56722,5673.1,6000,60,0.6,40,300,0.6,60
56723,5673.2,2000,20,0.2,20,250,0.2,20
56724,5673.3,6000,60,0.6,40,300,0.6,60
56725,5673.4,2000,20,0.2,20,250,0.2,20
56726,5673.5,6000,60,0.6,40,300,0.6,60
56727,5673.6,2000,20,0.2,20,250,0.2,20
56728,5673.7,6000,60,0.6,40,300,0.6,60
56729,5673.8,2000,20,0.2,20,250,0.2,20
56730,5673.9,6000,60,0.6,40,300,0.6,60
56731,5674.0,2000,20,0.2,20,250,0.2,20
56732,5674.1,6000,60,0.6,40,300,0.6,60
56733,5674.2,2000,20,0.2,20,250,0.2,20
56734,5674.3,6000,60,0.6,40,300,0.6,60
56735,5674.4,2000,20,0.2,20,250,0.2,20
56736,5674.5,6000,60,0.6,40,300,0.6,60
56737,5674.6,2000,20,0.2,20,250,0.2,20
56738,5674.7,6000,60,0.6,40,300,0.6,60
56739,5674.8,2000,20,0.2,20,250,0.2,20
56740,5674.9,6000,60,0.6,40,300,0.6,60
56741,5675.0,2000,20,0.2,20,250,0.2,20
56742,5675.1,6000,60,0.6,40,300,0.6,60
56743,5675.2,2000,20,0.2,20,250,0.2,20
56744,5675.3,6000,60,0.6,40,300,0.6,60
56745,5675.4,2000,20,0.2,20,250,0.2,20
56746,5675.5,6000,60,0.6,40,300,0.6,60
56747,5675.6,2000,20,0.2,20,250,0.2,20
56748,5675.7,6000,60,0.6,40,300,0.6,60
56749,5675.8,2000,20,0.2,20,250,0.2,20
56750,5675.9,6000,60,0.6,40,300,0.6,60
56751,5676.0,2000,20,0.2,20,250,0.2,20
56752,5676.1,6000,60,0.6,40,300,0.6,60
56753,5676.2,2000,20,0.2,20,250,0.2,20
56754,5676.3,6000,60,0.6,40,300,0.6,60
56755,5676.4,2000,20,0.2,20,250,0.2,20
56756,5676.5,6000,60,0.6,40,300,0.6,60
56757,5676.6,2000,20,0.2,20,250,0.2,20
56758,5676.7,6000,60,0.6,40,300,0.6,60
56759,5676.8,2000,20,0.2,20,250,0.2,20
56760,5676.9,6000,60,0.6,40,300,0.6,60
56761,5677.0,2000,20,0.2,20,250,0.2,20
56762,5677.1,6000,60,0.6,40,300,0.6,60
56763,5677.2,2000,20,0.2,20,250,0.2,20
56764,5677.3,6000,60,0.6,40,300,0.6,60
56765,5677.4,2000,20,0.2,20,250,0.2,20
56766,5677.5,6000,60,0.6,40,300,0.6,60
56767,5677.6,2000,20,0.2,20,250,0.2,20
56768,5677.7,6000,60,0.6,40,300,0.6,60
56769,5677.8,2000,20,0.2,20,250,0.2,20
56770,5677.9,6000,60,0.6,40,300,0.6,60
56771,5678.0,2000,20,0.2,20,250,0.2,20
56772,5678.1,6000,60,0.6,40,300,0.6,60
56773,5678.2,2000,20,0.2,20,250,0.2,20
56774,5678.3,6000,60,0.6,40,300,0.6,60
56775,5678.4,2000,20,0.2,20,250,0.2,20
56776,5678.5,6000,60,0.6,40,300,0.6,60
56777,5678.6,2000,20,0.2,20,250,0.2,20
56778,5678.7,6000,60,0.6,40,300,0.6,60
56779,5678.8,2000,20,0.2,20,250,0.2,20
56780,5678.9,6000,60,0.6,40,300,0.6,60
56781,5679.0,2000,20,0.2,20,250,0.2,20
56782,5679.1,6000,60,0.6,40,300,0.6,60
56783,5679.2,2000,20,0.2,20,250,0.2,20
56784,5679.3,6000,60,0.6,40,300,0.6,60
56785,5679.4,2000,20,0.2,20,250,0.2,20
56786,5679.5,6000,60,0.6,40,300,0.6,60
56787,5679.6,2000,20,0.2,20,250,0.2,20
56788,5679.7,6000,60,0.6,40,300,0.6,60
56789,5679.8,2000,20,0.2,20,250,0.2,20
56790,5679.9,6000,60,0.6,40,300,0.6,60
56791,5680.0,2000,20,0.2,20,250,0.2,20
56792,5680.1,6000,60,0.6,40,300,0.6,60
56793,5680.2,2000,20,0.2,20,250,0.2,20
56794,5680.3,6000,60,0.6,40,300,0.6,60
56795,5680.4,2000,20,0.2,20,250,0.2,20
56796,5680.5,6000,60,0.6,40,300,0.6,60
56797,5680.6,2000,20,0.2,20,250,0.2,20
56798,5680.7,6000,60,0.6,40,300,0.6,60
56799,5680.8,2000,20,0.2,20,250,0.2,20
56800,5680.9,6000,60,0.6,40,300,0.6,60
56801,5681.0,2000,20,0.2,20,250,0.2,20
56802,5681.1,6000,60,0.6,40,300,0.6,60
56803,5681.2,2000,20,0.2,20,250,0.2,20
56804,5681.3,6000,60,0.6,40,300,0.6,60
56805,5681.4,2000,20,0.2,20,250,0.2,20
56806,5681.5,6000,60,0.6,40,300,0.6,60
56807,5681.6,2000,20,0.2,20,250,0.2,20
56808,5681.7,6000,60,0.6,40,300,0.6,60
56809,5681.8,2000,20,0.2,20,250,0.2,20
56810,5681.9,6000,60,0.6,40,300,0.6,60
56811,5682.0,2000,20,0.2,20,250,0.2,20
56812,5682.1,6000,60,0.6,40,300,0.6,60
56813,5682.2,2000,20,0.2,20,250,0.2,20
56814,5682.3,6000,60,0.6,40,300,0.6,60
56815,5682.4,2000,20,0.2,20,250,0.2,20
56816,5682.5,6000,60,0.6,40,300,0.6,60
56817,5682.6,2000,20,0.2,20,250,0.2,20
56818,5682.7,6000,60,0.6,40,300,0.6,60
56819,5682.8,2000,20,0.2,20,250,0.2,20
56820,5682.9,6000,60,0.6,40,300,0.6,60
56821,5683.0,2000,20,0.2,20,250,0.2,20
56822,5683.1,6000,60,0.6,40,300,0.6,60
56823,5683.2,2000,20,0.2,20,250,0.2,20
56824,5683.3,6000,60,0.6,40,300,0.6,60
56825,5683.4,2000,20,0.2,20,250,0.2,20
56826,5683.5,6000,60,0.6,40,300,0.6,60
56827,5683.6,2000,20,0.2,20,250,0.2,20
56828,5683.7,6000,60,0.6,40,300,0.6,60
56829,5683.8,2000,20,0.2,20,250,0.2,20
56830,5683.9,6000,60,0.6,40,300,0.6,60
56831,5684.0,2000,20,0.2,20,250,0.2,20
56832,5684.1,6000,60,0.6,40,300,0.6,60
56833,5684.2,2000,20,0.2,20,250,0.2,20
56834,5684.3,6000,60,0.6,40,300,0.6,60
56835,5684.4,2000,20,0.2,20,250,0.2,20
56836,5684.5,6000,60,0.6,40,300,0.6,60
56837,5684.6,2000,20,0.2,20,250,0.2,20
56838,5684.7,6000,60,0.6,40,300,0.6,60
56839,5684.8,2000,20,0.2,20,250,0.2,20
56840,5684.9,6000,60,0.6,40,300,0.6,60
56841,5685.0,2000,20,0.2,20,250,0.2,20
56842,5685.1,6000,60,0.6,40,300,0.6,60
56843,5685.2,2000,20,0.2,20,250,0.2,20
56844,5685.3,6000,60,0.6,40,300,0.6,60
56845,5685.4,2000,20,0.2,20,250,0.2,20
56846,5685.5,6000,60,0.6,40,300,0.6,60
56847,5685.6,2000,20,0.2,20,250,0.2,20
56848,5685.7,6000,60,0.6,40,300,0.6,60
56849,5685.8,2000,20,0.2,20,250,0.2,20
56850,5685.9,6000,60,0.6,40,300,0.6,60
56851,5686.0,2000,20,0.2,20,250,0.2,20
56852,5686.1,6000,60,0.6,40,300,0.6,60
56853,5686.2,2000,20,0.2,20,250,0.2,20
56854,5686.3,6000,60,0.6,40,300,0.6,60
56855,5686.4,2000,20,0.2,20,250,0.2,20
56856,5686.5,6000,60,0.6,40,300,0.6,60
56857,5686.6,2000,20,0.2,20,250,0.2,20
56858,5686.7,6000,60,0.6,40,300,0.6,60
56859,5686.8,2000,20,0.2,20,250,0.2,20
56860,5686.9,6000,60,0.6,40,300,0.6,60
56861,5687.0,2000,20,0.2,20,250,0.2,20
56862,5687.1,6000,60,0.6,40,300,0.6,60
56863,5687.2,2000,20,0.2,20,250,0.2,20
56864,5687.3,6000,60,0.6,40,300,0.6,60
56865,5687.4,2000,20,0.2,20,250,0.2,20
56866,5687.5,6000,60,0.6,40,300,0.6,60
56867,5687.6,2000,20,0.2,20,250,0.2,20
56868,5687.7,6000,60,0.6,40,300,0.6,60
56869,5687.8,2000,20,0.2,20,250,0.2,20
56870,5687.9,6000,60,0.6,40,300,0.6,60
56871,5688.0,2000,20,0.2,20,250,0.2,20
56872,5688.1,6000,60,0.6,40,300,0.6,60
56873,5688.2,2000,20,0.2,20,250,0.2,20
56874,5688.3,6000,60,0.6,40,300,0.6,60
56875,5688.4,2000,20,0.2,20,250,0.2,20
56876,5688.5,6000,60,0.6,40,300,0.6,60
56877,5688.6,2000,20,0.2,20,250,0.2,20
56878,5688.7,6000,60,0.6,40,300,0.6,60
56879,5688.8,2000,20,0.2,20,250,0.2,20
56880,5688.9,6000,60,0.6,40,300,0.6,60
56881,5689.0,2000,20,0.2,20,250,0.2,20
56882,5689.1,6000,60,0.6,40,300,0.6,60
56883,5689.2,2000,20,0.2,20,250,0.2,20
56884,5689.3,6000,60,0.6,40,300,0.6,60
56885,5689.4,2000,20,0.2,20,250,0.2,20
56886,5689.5,6000,60,0.6,40,300,0.6,60
56887,5689.6,2000,20,0.2,20,250,0.2,20
56888,5689.7,6000,60,0.6,40,300,0.6,60
56889,5689.8,2000,20,0.2,20,250,0.2,20
56890,5689.9,6000,60,0.6,40,300,0.6,60
56891,5690.0,2000,20,0.2,20,250,0.2,20
56892,5690.1,6000,60,0.6,40,300,0.6,60
56893,5690.2,2000,20,0.2,20,250,0.2,20
56894,5690.3,6000,60,0.6,40,300,0.6,60
56895,5690.4,2000,20,0.2,20,250,0.2,20
56896,5690.5,6000,60,0.6,40,300,0.6,60
56897,5690.6,2000,20,0.2,20,250,0.2,20
56898,5690.7,6000,60,0.6,40,300,0.6,60
56899,5690.8,2000,20,0.2,20,250,0.2,20
56900,5690.9,6000,60,0.6,40,300,0.6,60
56901,5691.0,2000,20,0.2,20,250,0.2,20
56902,5691.1,6000,60,0.6,40,300,0.6,60
56903,5691.2,2000,20,0.2,20,250,0.2,20
56904,5691.3,6000,60,0.6,40,300,0.6,60
56905,5691.4,2000,20,0.2,20,250,0.2,20
56906,5691.5,6000,60,0.6,40,300,0.6,60
56907,5691.6,2000,20,0.2,20,250,0.2,20
56908,5691.7,6000,60,0.6,40,300,0.6,60
56909,5691.8,2000,20,0.2,20,250,0.2,20
56910,5691.9,6000,60,0.6,40,300,0.6,60
56911,5692.0,2000,20,0.2,20,250,0.2,20
56912,5692.1,6000,60,0.6,40,300,0.6,60
56913,5692.2,2000,20,0.2,20,250,0.2,20
56914,5692.3,6000,60,0.6,40,300,0.6,60
56915,5692.4,2000,20,0.2,20,250,0.2,20
56916,5692.5,6000,60,0.6,40,300,0.6,60
56917,5692.6,2000,20,0.2,20,250,0.2,20
56918,5692.7,6000,60,0.6,40,300,0.6,60
56919,5692.8,2000,20,0.2,20,250,0.2,20
56920,5692.9,6000,60,0.6,40,300,0.6,60
56921,5693.0,2000,20,0.2,20,250,0.2,20
56922,5693.1,6000,60,0.6,40,300,0.6,60
56923,5693.2,2000,20,0.2,20,250,0.2,20
56924,5693.3,6000,60,0.6,40,300,0.6,60
56925,5693.4,2000,20,0.2,20,250,0.2,20
56926,5693.5,6000,60,0.6,40,300,0.6,60
56927,5693.6,2000,20,0.2,20,250,0.2,20
56928,5693.7,6000,60,0.6,40,300,0.6,60
56929,5693.8,2000,20,0.2,20,250,0.2,20
56930,5693.9,6000,60,0.6,40,300,0.6,60
56931,5694.0,2000,20,0.2,20,250,0.2,20
56932,5694.1,6000,60,0.6,40,300,0.6,60
56933,5694.2,2000,20,0.2,20,250,0.2,20
56934,5694.3,6000,60,0.6,40,300,0.6,60
56935,5694.4,2000,20,0.2,20,250,0.2,20
56936,5694.5,6000,60,0.6,40,300,0.6,60
56937,5694.6,2000,20,0.2,20,250,0.2,20
56938,5694.7,6000,60,0.6,40,300,0.6,60
56939,5694.8,2000,20,0.2,20,250,0.2,20
56940,5694.9,6000,60,0.6,40,300,0.6,60
56941,5695.0,2000,20,0.2,20,250,0.2,20
56942,5695.1,6000,60,0.6,40,300,0.6,60
56943,5695.2,2000,20,0.2,20,250,0.2,20
56944,5695.3,6000,60,0.6,40,300,0.6,60
56945,5695.4,2000,20,0.2,20,250,0.2,20
56946,5695.5,6000,60,0.6,40,300,0.6,60
56947,5695.6,2000,20,0.2,20,250,0.2,20
56948,5695.7,6000,60,0.6,40,300,0.6,60
56949,5695.8,2000,20,0.2,20,250,0.2,20
56950,5695.9,6000,60,0.6,40,300,0.6,60
56951,5696.0,2000,20,0.2,20,250,0.2,20
56952,5696.1,6000,60,0.6,40,300,0.6,60
56953,5696.2,2000,20,0.2,20,250,0.2,20
56954,5696.3,6000,60,0.6,40,300,0.6,60
56955,5696.4,2000,20,0.2,20,250,0.2,20
56956,5696.5,6000,60,0.6,40,300,0.6,60
56957,5696.6,2000,20,0.2,20,250,0.2,20
56958,5696.7,6000,60,0.6,40,300,0.6,60
56959,5696.8,2000,20,0.2,20,250,0.2,20
56960,5696.9,6000,60,0.6,40,300,0.6,60
56961,5697.0,2000,20,0.2,20,250,0.2,20
56962,5697.1,6000,60,0.6,40,300,0.6,60
56963,5697.2,2000,20,0.2,20,250,0.2,20
56964,5697.3,6000,60,0.6,40,300,0.6,60
56965,5697.4,2000,20,0.2,20,250,0.2,20
56966,5697.5,6000,60,0.6,40,300,0.6,60
56967,5697.6,2000,20,0.2,20,250,0.2,20
56968,5697.7,6000,60,0.6,40,300,0.6,60
56969,5697.8,2000,20,0.2,20,250,0.2,20
56970,5697.9,6000,60,0.6,40,300,0.6,60
56971,5698.0,2000,20,0.2,20,250,0.2,20
56972,5698.1,6000,60,0.6,40,300,0.6,60
56973,5698.2,2000,20,0.2,20,250,0.2,20
56974,5698.3,6000,60,0.6,40,300,0.6,60
56975,5698.4,2000,20,0.2,20,250,0.2,20
56976,5698.5,6000,60,0.6,40,300,0.6,60
56977,5698.6,2000,20,0.2,20,250,0.2,20
56978,5698.7,6000,60,0.6,40,300,0.6,60
56979,5698.8,2000,20,0.2,20,250,0.2,20
56980,5698.9,6000,60,0.6,40,300,0.6,60
56981,5699.0,2000,20,0.2,20,250,0.2,20
56982,5699.1,6000,60,0.6,40,300,0.6,60
56983,5699.2,2000,20,0.2,20,250,0.2,20
56984,5699.3,6000,60,0.6,40,300,0.6,60
56985,5699.4,2000,20,0.2,20,250,0.2,20
56986,5699.5,6000,60,0.6,40,300,0.6,60
56987,5699.6,2000,20,0.2,20,250,0.2,20
56988,5699.7,6000,60,0.6,40,300,0.6,60
56989,5699.8,2000,20,0.2,20,250,0.2,20
56990,5699.9,6000,60,0.6,40,300,0.6,60
56991,5700.0,2000,20,0.2,20,250,0.2,20
56992,5700.1,6000,60,0.6,40,300,0.6,60
56993,5700.2,2000,20,0.2,20,250,0.2,20
56994,5700.3,6000,60,0.6,40,300,0.6,60
56995,5700.4,2000,20,0.2,20,250,0.2,20
56996,5700.5,6000,60,0.6,40,300,0.6,60
56997,5700.6,2000,20,0.2,20,250,0.2,20
56998,5700.7,6000,60,0.6,40,300,0.6,60
56999,5700.8,2000,20,0.2,20,250,0.2,20
57000,5700.9,6000,60,0.6,40,300,0.6,60
57001,5701.0,2000,20,0.2,20,250,0.2,20
57002,5701.1,6000,60,0.6,40,300,0.6,60
57003,5701.2,2000,20,0.2,20,250,0.2,20
57004,5701.3,6000,60,0.6,40,300,0.6,60
57005,5701.4,2000,20,0.2,20,250,0.2,20
57006,5701.5,6000,60,0.6,40,300,0.6,60
57007,5701.6,2000,20,0.2,20,250,0.2,20
57008,5701.7,6000,60,0.6,40,300,0.6,60
57009,5701.8,2000,20,0.2,20,250,0.2,20
57010,5701.9,6000,60,0.6,40,300,0.6,60
57011,5702.0,2000,20,0.2,20,250,0.2,20
57012,5702.1,6000,60,0.6,40,300,0.6,60
57013,5702.2,2000,20,0.2,20,250,0.2,20
57014,5702.3,6000,60,0.6,40,300,0.6,60
57015,5702.4,2000,20,0.2,20,250,0.2,20
57016,5702.5,6000,60,0.6,40,300,0.6,60
57017,5702.6,2000,20,0.2,20,250,0.2,20
57018,5702.7,6000,60,0.6,40,300,0.6,60
57019,5702.8,2000,20,0.2,20,250,0.2,20
57020,5702.9,6000,60,0.6,40,300,0.6,60
57021,5703.0,2000,20,0.2,20,250,0.2,20
57022,5703.1,6000,60,0.6,40,300,0.6,60
57023,5703.2,2000,20,0.2,20,250,0.2,20
57024,5703.3,6000,60,0.6,40,300,0.6,60
57025,5703.4,2000,20,0.2,20,250,0.2,20
57026,5703.5,6000,60,0.6,40,300,0.6,60
57027,5703.6,2000,20,0.2,20,250,0.2,20
57028,5703.7,6000,60,0.6,40,300,0.6,60
57029,5703.8,2000,20,0.2,20,250,0.2,20
57030,5703.9,6000,60,0.6,40,300,0.6,60
57031,5704.0,2000,20,0.2,20,250,0.2,20
57032,5704.1,6000,60,0.6,40,300,0.6,60
57033,5704.2,2000,20,0.2,20,250,0.2,20
57034,5704.3,6000,60,0.6,40,300,0.6,60
57035,5704.4,2000,20,0.2,20,250,0.2,20
57036,5704.5,6000,60,0.6,40,300,0.6,60
57037,5704.6,2000,20,0.2,20,250,0.2,20
57038,5704.7,6000,60,0.6,40,300,0.6,60
57039,5704.8,2000,20,0.2,20,250,0.2,20
57040,5704.9,6000,60,0.6,40,300,0.6,60
57041,5705.0,2000,20,0.2,20,250,0.2,20
57042,5705.1,6000,60,0.6,40,300,0.6,60
57043,5705.2,2000,20,0.2,20,250,0.2,20
57044,5705.3,6000,60,0.6,40,300,0.6,60
57045,5705.4,2000,20,0.2,20,250,0.2,20
57046,5705.5,6000,60,0.6,40,300,0.6,60
57047,5705.6,2000,20,0.2,20,250,0.2,20
57048,5705.7,6000,60,0.6,40,300,0.6,60
57049,5705.8,2000,20,0.2,20,250,0.2,20
57050,5705.9,6000,60,0.6,40,300,0.6,60
57051,5706.0,2000,20,0.2,20,250,0.2,20
57052,5706.1,6000,60,0.6,40,300,0.6,60
57053,5706.2,2000,20,0.2,20,250,0.2,20
57054,5706.3,6000,60,0.6,40,300,0.6,60
57055,5706.4,2000,20,0.2,20,250,0.2,20
57056,5706.5,6000,60,0.6,40,300,0.6,60
57057,5706.6,2000,20,0.2,20,250,0.2,20
57058,5706.7,6000,60,0.6,40,300,0.6,60
57059,5706.8,2000,20,0.2,20,250,0.2,20
57060,5706.9,6000,60,0.6,40,300,0.6,60
57061,5707.0,2000,20,0.2,20,250,0.2,20
57062,5707.1,6000,60,0.6,40,300,0.6,60
57063,5707.2,2000,20,0.2,20,250,0.2,20
57064,5707.3,6000,60,0.6,40,300,0.6,60
57065,5707.4,2000,20,0.2,20,250,0.2,20
57066,5707.5,6000,60,0.6,40,300,0.6,60
57067,5707.6,2000,20,0.2,20,250,0.2,20
57068,5707.7,6000,60,0.6,40,300,0.6,60
57069,5707.8,2000,20,0.2,20,250,0.2,20
57070,5707.9,6000,60,0.6,40,300,0.6,60
57071,5708.0,2000,20,0.2,20,250,0.2,20
57072,5708.1,6000,60,0.6,40,300,0.6,60
57073,5708.2,2000,20,0.2,20,250,0.2,20
57074,5708.3,6000,60,0.6,40,300,0.6,60
57075,5708.4,2000,20,0.2,20,250,0.2,20
57076,5708.5,6000,60,0.6,40,300,0.6,60
57077,5708.6,2000,20,0.2,20,250,0.2,20
57078,5708.7,6000,60,0.6,40,300,0.6,60
57079,5708.8,2000,20,0.2,20,250,0.2,20
57080,5708.9,6000,60,0.6,40,300,0.6,60
57081,5709.0,2000,20,0.2,20,250,0.2,20
57082,5709.1,6000,60,0.6,40,300,0.6,60
57083,5709.2,2000,20,0.2,20,250,0.2,20
57084,5709.3,6000,60,0.6,40,300,0.6,60
57085,5709.4,2000,20,0.2,20,250,0.2,20
57086,5709.5,6000,60,0.6,40,300,0.6,60
57087,5709.6,2000,20,0.2,20,250,0.2,20
57088,5709.7,6000,60,0.6,40,300,0.6,60
57089,5709.8,2000,20,0.2,20,250,0.2,20
57090,5709.9,6000,60,0.6,40,300,0.6,60
57091,5710.0,2000,20,0.2,20,250,0.2,20
57092,5710.1,6000,60,0.6,40,300,0.6,60
57093,5710.2,2000,20,0.2,20,250,0.2,20
57094,5710.3,6000,60,0.6,40,300,0.6,60
57095,5710.4,2000,20,0.2,20,250,0.2,20
57096,5710.5,6000,60,0.6,40,300,0.6,60
57097,5710.6,2000,20,0.2,20,250,0.2,20
57098,5710.7,6000,60,0.6,40,300,0.6,60
57099,5710.8,2000,20,0.2,20,250,0.2,20
57100,5710.9,6000,60,0.6,40,300,0.6,60
57101,5711.0,2000,20,0.2,20,250,0.2,20
